item,itemLabel,startDate,endDate,sourceDate,psid
Q604334,Maurice Baril,1997-09-17,2001-06-28,,Q604334-9F589840-C8AB-4AFD-8099-FA2D5A1A3D82
Q344404,Ray Henault,2001-06-28,2005-06-17,,Q344404-5E45644F-A410-4BC9-8C33-6510D3CED6AF
Q360390,Rick Hillier,2005-06-17,2008-07-01,,Q360390-572047AA-5090-4B4A-A49B-9F42E54FEFB8
Q2420414,Walter Natynczyk,2008-07-01,2012-10-29,,Q2420414-2175E9F3-D709-43EF-918C-EC29FB6CA011
Q3530771,Thomas J. Lawson,2012-10-29,2015-07-17,,Q3530771-7AEF50D6-06A4-4210-AA35-B6286BFFF92E
Q20682472,Jonathan Vance,2015-07-17,2021-01-14,,Q20682472-18dbabf6-4caf-2fcf-e3df-b89f44bd22be
Q25189324,Art McDonald,2021-01-14,2021-02-24,,Q25189324-3c28ca0f-4d46-6381-6622-a28ce4bd2298
Q65658652,Wayne Eyre,2021-02-24,2021-11-25,,Q65658652-fabb5f1a-41c3-0b80-3b90-1c737bb76514
Q65658652,Wayne Eyre,2021-11-25,,,Q65658652-adaeece1-4812-fe5e-d651-b3dfb5b0181c
